body_type,color,fuel_type,model_date_begin,name,series,number_of_doors,production_date,vehicle_transmission,engine_displacement,engine_power,mileage,gear_type,steering_wheel,owners,technical_passport,car_age,mileage_per_year,exp_year,high-beam-assist,front-seats-heat-vent,bluetooth,laser-lights,light-sensor,adaptive-light,apple-carplay,electro-trunk,third-row-seats,keyless-entry,activ-suspension,multizone-climate-control,body-kit,projection-display,start-stop-function,start-button,paint-metallic,wheel-heat,passenger-seat-electric,rain-sensor,navigation,voice-recognition,multi-wheel,airbag-curtain,glonass,auto-mirrors,usb,power-latching-doors,led-lights,auto-park,bas,isofix,tyre-pressure,air-suspension,decorative-interior-lighting,360-camera,wireless-charger,electronic-gage-panel,model_age,covid,price,dataset,luxury_tax,car_tax,equipments_count
allroad,black,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3478866,train,1.1,8987,26
allroad,black,gasoline,2006,25i,X3,5,2007,AT,2500,218,5,4w,left,3,original,5,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,655200,train,1.0,12644,0
allroad,grey,gasoline,2006,25i,X3,5,2006,AT,2500,218,5,4w,left,2,original,5,1.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,517790,train,1.0,12644,6
allroad,black,diesel,2010,20d xDrive,X3,5,2013,AT,2000,184,5,4w,left,1,original,4,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1181180,train,1.0,7912,1
allroad,white,gasoline,2017,30i xDrive,X3,5,2020,AT,2000,249,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,3,1,3913000,train,1.1,18625,28
allroad,grey,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,3,1,3424057,train,1.1,8987,18
allroad,white,gasoline,2010,28i xDrive,X3,5,2013,AT,2000,245,5,4w,left,2,original,4,2.0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,1173900,train,1.0,16660,12
allroad,mid_blue,gasoline,2010,28i xDrive,X3,5,2013,AT,2000,245,6,4w,left,2,original,4,2.0,7,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,10,1,1109290,train,1.0,16660,16
allroad,white,gasoline,2017,20i xDrive,X3,5,2020,AT,2000,184,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,1,3612700,train,1.1,8703,22
allroad,grey,gasoline,2010,28i xDrive,X3,5,2013,AT,2000,245,5,4w,left,3,original,4,2.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1001000,train,1.0,16660,1
allroad,black,diesel,2003,20d,X3,5,2005,MT,2000,150,13,4w,left,3,original,5,3.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,1,518700,train,1.0,3600,4
allroad,grey,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,1,3071250,train,1.1,8987,15
allroad,black,diesel,2003,20d,X3,5,2005,MT,2000,150,16,4w,left,3,duplicate,5,3.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,423150,train,1.0,3600,0
allroad,mid_blue,gasoline,2010,28i xDrive,X3,5,2012,AT,3000,258,6,4w,left,3,original,4,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1183000,train,1.0,34056,0
allroad,silver,diesel,2006,20d,X3,5,2008,AT,2000,177,8,4w,left,3,original,5,2.0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,1,637000,train,1.0,7611,6
allroad,white,gasoline,2017,20i xDrive,X3,5,2020,AT,2000,184,1,4w,left,1,original,0,nan,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,1,3097458,train,1.1,8703,17
allroad,orange,gasoline,2006,25i,X3,5,2006,AT,2500,218,4,4w,left,2,original,5,1.0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,491400,train,1.0,12644,1
allroad,mid_blue,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3459940,train,1.1,8987,28
allroad,grey,gasoline,2014,20i xDrive,X3,5,2014,AT,2000,184,3,4w,left,1,original,4,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1563279,train,1.0,7912,3
allroad,red,diesel,2010,20d xDrive,X3,5,2012,AT,2000,184,5,4w,left,2,original,4,2.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1092000,train,1.0,7912,0
allroad,silver,diesel,2010,30d xDrive,X3,5,2012,AT,3000,249,7,4w,left,2,original,4,2.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,1183000,train,1.0,16932,7
allroad,black,diesel,2010,30d xDrive,X3,5,2012,AT,3000,249,6,4w,left,2,original,4,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1253070,train,1.0,16932,0
allroad,grey,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3374280,train,1.1,8987,26
allroad,white,gasoline,2010,20i xDrive,X3,5,2012,AT,2000,184,4,4w,left,2,original,4,2.0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,1019200,train,1.0,7912,12
allroad,black,gasoline,2006,25i,X3,5,2010,AT,2500,218,5,4w,left,3,original,5,2.0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,1,664300,train,1.0,12644,7
allroad,silver,diesel,2006,30d,X3,5,2008,AT,3000,218,10,4w,left,1,original,5,3.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,1,773500,train,1.0,12644,5
allroad,silver,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,3,1,3416322,train,1.1,8987,18
allroad,orange,gasoline,2014,28i xDrive,X3,5,2016,AT,2000,245,2,4w,left,2,original,3,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6,1,1509632,train,1.0,16660,9
allroad,black,gasoline,2006,25i,X3,5,2009,AT,2500,218,4,4w,left,3,original,5,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,664300,train,1.0,12644,1
allroad,black,gasoline,2006,30i,X3,5,2007,AT,3000,272,11,4w,left,3,duplicate,5,3.0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,536900,train,1.0,35904,5
allroad,grey,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3486756,train,1.1,8987,26
allroad,black,diesel,2010,20d xDrive,X3,5,2011,AT,2000,184,8,4w,left,2,original,4,3.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,855400,train,1.0,7912,0
allroad,grey,diesel,2006,20d,X3,5,2007,AT,2000,177,11,4w,left,3,original,5,2.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,1,627900,train,1.0,7611,4
allroad,black,gasoline,2006,30i,X3,5,2007,AT,3000,272,8,4w,left,3,original,5,2.0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,491400,train,1.0,35904,5
allroad,red,gasoline,2003,25i,X3,5,2004,AT,2500,192,10,4w,left,3,original,6,2.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,427700,train,1.0,8256,0
allroad,white,diesel,2017,30d xDrive,X3,5,2020,AT,3000,249,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,3,1,4277000,train,1.1,18625,30
allroad,black,gasoline,2017,20i xDrive,X3,5,2020,AT,2000,184,1,4w,left,1,original,0,nan,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,3,1,2957500,train,1.1,8703,19
allroad,orange,gasoline,2006,25i,X3,5,2007,AT,2500,218,8,4w,left,3,original,5,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,518700,train,1.0,12644,0
allroad,black,diesel,2010,20d xDrive,X3,5,2012,AT,2000,184,5,4w,left,3,original,4,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1228500,train,1.0,7912,0
allroad,white,diesel,2017,30d xDrive,X3,5,2020,AT,3000,249,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,3,1,4277000,train,1.1,18625,29
allroad,grey,diesel,2010,20d xDrive,X3,5,2013,AT,2000,184,7,4w,left,2,original,4,3.0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,955500,train,1.0,7912,14
allroad,silver,diesel,2006,20d,X3,5,2009,AT,2000,177,4,4w,left,2,original,5,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,737100,train,1.0,7611,0
allroad,black,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3969966,train,1.1,8987,28
allroad,black,gasoline,2006,25i,X3,5,2008,AT,2500,218,7,4w,left,2,original,5,2.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,700700,train,1.0,12644,2
allroad,white,diesel,2010,20d xDrive,X3,5,2012,AT,2000,184,6,4w,left,3,duplicate,4,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1046500,train,1.0,7912,0
allroad,black,diesel,2010,30d xDrive,X3,5,2013,AT,3000,249,8,4w,left,3,original,4,3.0,10,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,10,1,1401400,train,1.0,16932,14
allroad,black,gasoline,2010,35i xDrive,X3,5,2010,AT,3000,306,6,4w,left,3,original,5,2.0,8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,796250,train,1.0,40392,7
allroad,grey,gasoline,2006,25i,X3,5,2009,AT,2500,218,7,4w,left,3,original,5,2.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,691600,train,1.0,12644,0
allroad,white,gasoline,2010,20i xDrive,X3,5,2013,AT,2000,184,3,4w,left,2,original,4,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1274000,train,1.0,7912,0
allroad,black,diesel,2017,30d xDrive,X3,5,2020,AT,3000,249,1,4w,left,1,original,0,nan,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,1,3836742,train,1.1,18625,18
allroad,mid_blue,gasoline,2006,20i,X3,5,2006,MT,2000,150,7,4w,left,3,original,5,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,509600,train,1.0,3600,1
allroad,black,gasoline,2014,28i xDrive,X3,5,2015,AT,2000,245,4,4w,left,1,original,3,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1605240,train,1.0,16660,5
allroad,mid_blue,diesel,2017,30d xDrive,X3,5,2020,AT,3000,249,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,3,1,4277000,train,1.1,18625,30
allroad,black,gasoline,2006,25i,X3,5,2008,AT,2500,218,11,4w,left,2,original,5,3.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,1,637000,train,1.0,12644,4
allroad,white,gasoline,2017,20i xDrive,X3,5,2020,AT,2000,184,1,4w,left,1,original,0,nan,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3251430,train,1.1,8703,24
allroad,black,diesel,2006,20d,X3,5,2008,AT,2000,177,7,4w,left,2,original,5,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,591500,train,1.0,7611,0
allroad,black,diesel,2017,30d xDrive,X3,5,2020,AT,3000,249,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,3,1,4058600,train,1.1,18625,29
allroad,white,diesel,2010,20d xDrive,X3,5,2014,AT,2000,184,5,4w,left,2,original,4,2.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,10,1,1383200,train,1.0,7912,11
allroad,black,diesel,2006,30d,X3,5,2007,AT,3000,218,11,4w,left,3,original,5,3.0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,728000,train,1.0,12644,5
allroad,black,gasoline,2010,28i xDrive,X3,5,2013,AT,2000,245,6,4w,left,3,original,4,2.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1092000,train,1.0,16660,0
allroad,grey,diesel,2017,M40d,X3,5,2019,AT,3000,326,1,4w,left,1,original,1,1.0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,1,5348980,train,1.0,43032,25
allroad,grey,diesel,2006,20d,X3,5,2009,AT,2000,177,10,4w,left,3,original,5,3.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,564200,train,1.0,7611,0
allroad,white,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3749200,train,1.1,8987,26
allroad,white,diesel,2006,20d,X3,5,2010,AT,2000,177,6,4w,left,2,original,5,2.0,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1028300,train,1.0,7611,5
allroad,white,gasoline,2006,25i,X3,5,2008,AT,2500,218,6,4w,left,3,original,5,2.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,573300,train,1.0,12644,0
allroad,silver,gasoline,2003,30i,X3,5,2005,AT,3000,231,7,4w,left,3,original,5,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,473200,train,1.0,15708,0
allroad,black,gasoline,2003,25i,X3,5,2005,AT,2500,192,7,4w,left,3,original,5,2.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,500500,train,1.0,8256,0
allroad,white,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,Unknown,0,nan,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3458000,train,1.1,8987,26
allroad,black,gasoline,2014,20i xDrive,X3,5,2014,AT,2000,184,2,4w,left,1,original,4,1.0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,6,1,1665300,train,1.0,7912,14
allroad,white,diesel,2006,20d,X3,5,2008,MT,2000,177,10,4w,left,3,original,5,2.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,546000,train,1.0,7611,0
allroad,black,gasoline,2010,28i xDrive,X3,5,2011,AT,3000,258,8,4w,left,2,original,4,3.0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,955500,train,1.0,34056,4
allroad,silver,gasoline,2006,25i,X3,5,2006,AT,2500,218,11,4w,left,3,original,5,2.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,546000,train,1.0,12644,0
allroad,white,gasoline,2006,25i,X3,5,2010,AT,2500,218,6,4w,left,2,original,5,2.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,637000,train,1.0,12644,0
allroad,black,diesel,2006,20d,X3,5,2010,AT,2000,177,8,4w,left,3,original,5,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,591500,train,1.0,7611,0
allroad,black,diesel,2006,30d,X3,5,2008,AT,3000,218,10,4w,left,3,original,5,2.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,664300,train,1.0,12644,0
allroad,olive,diesel,2010,20d xDrive,X3,5,2012,AT,2000,184,6,4w,left,1,original,4,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1046500,train,1.0,7912,0
allroad,white,gasoline,2017,20i xDrive,X3,5,2020,AT,2000,184,1,4w,left,1,original,0,nan,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,3,1,3045434,train,1.1,8703,24
allroad,black,gasoline,2017,20i xDrive,X3,5,2020,AT,2000,184,1,4w,left,1,original,0,nan,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,1,2997540,train,1.1,8703,17
allroad,grey,gasoline,2003,25i,X3,5,2004,AT,2500,192,8,4w,left,3,duplicate,6,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,409500,train,1.0,8256,0
allroad,silver,gasoline,2003,20i,X3,5,2006,MT,2000,150,8,4w,left,3,duplicate,5,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,432250,train,1.0,3600,1
allroad,black,diesel,2006,20d,X3,5,2009,AT,2000,177,7,4w,left,3,duplicate,5,2.0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,14,1,605150,train,1.0,7611,11
allroad,black,diesel,2010,20d xDrive,X3,5,2011,AT,2000,184,4,4w,left,3,original,4,2.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,955500,train,1.0,7912,0
allroad,mid_blue,diesel,2010,20d xDrive,X3,5,2012,AT,2000,184,6,4w,left,3,original,4,2.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1035489,train,1.0,7912,0
allroad,black,gasoline,2014,20i xDrive,X3,5,2016,AT,2000,184,4,4w,left,1,original,3,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1684610,train,1.0,7912,3
allroad,mid_blue,gasoline,2010,20i xDrive,X3,5,2013,AT,2000,184,4,4w,left,3,duplicate,4,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1183000,train,1.0,7912,0
allroad,silver,diesel,2006,20d,X3,5,2009,AT,2000,177,8,4w,left,3,duplicate,5,2.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,655200,train,1.0,7611,0
allroad,black,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,original,0,nan,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,1,3331446,train,1.1,8987,17
allroad,black,diesel,2017,20d xDrive,X3,5,2020,AT,2000,190,1,4w,left,1,Unknown,0,nan,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,3,1,3194100,train,1.1,8987,19
allroad,white,gasoline,2010,28i xDrive,X3,5,2013,AT,2000,245,6,4w,left,2,original,4,2.0,7,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,10,1,1365000,train,1.0,16660,20
allroad,white,gasoline,2010,20i xDrive,X3,5,2012,AT,2000,184,8,4w,left,3,original,4,3.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,973700,train,1.0,7912,2
allroad,black,diesel,2006,30d,X3,5,2008,AT,3000,218,9,4w,left,2,original,5,2.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,746200,train,1.0,12644,3
